"SubjectID","Correct","Object_Asked","Correct_Image","Incorrect_Image"
"1191601","No","panda","Content/panda/0.jpg","Content/bear/0.jpg"
"1191601","No","hexagon","Content/hexagon/0.jpg","Content/parallelogram/0.jpg"
"1191601","No","parallelogram","Content/parallelogram/0.jpg","Content/pentagon/0.jpg"
"1191601","No","carpenter","Content/carpenter/1.jpg","Content/dentist/0.jpg"
"1191601","No","drum","Content/drum/1.jpg","Content/globe/1.jpg"
"1191601","No","chef","Content/chef/1.jpg","Content/dentist/0.jpg"
"1191601","Yes","bear","Content/bear/0.jpg","NA"
"1191601","Yes","harp","Content/harp/0.jpg","NA"
"1191601","No","vase","Content/vase/1.jpg","Content/beverage/0.jpg"
"1191601","Yes","globe","Content/globe/1.jpg","NA"
"1191601","No","triangle","Content/triangle/0.jpg","Content/hexagon/0.jpg"
"1191601","No","vegetable","Content/vegetable/1.jpg","Content/clarinet/1.jpg"
"1191601","Yes","beverage","Content/beverage/2.jpg","NA"
"1191601","Yes","goat","Content/goat/1.jpg","NA"
"Test","Yes","hatchet","Content/hatchet/1.jpg","NA"
"Test","No","elephant","Content/elephant/0.jpg","Content/bear/1.jpg"
