Timestamp,Session Index,Event,Description,Version,Platform,Device,User Id,Params
6/5/17 16:17,1,Delete_User,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051705"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 16:17,2,Switch_User,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""03311701"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 15:24,1,Clicked_See_Results_(Trophy_Scene),,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051704"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 15:24,2,Create_User,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051705"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 15:00,1,Clicked_See_Results_(Trophy_Scene),,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051703"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 15:00,2,Create_User,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051704"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 15:00,3,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/ball/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""ball"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,4,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/dog/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""dog"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,5,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/hatchet/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""hatchet"";  ""Incorrect_Image"" : ""Content/globe/0.jpg"";  ""Correct"" : ""No""}"
6/5/17 15:00,6,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/elephant/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""elephant"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,7,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/flamingo/2.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""flamingo"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,8,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/duck/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""duck"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,9,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/hug/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""hug"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,10,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/broccoli/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""broccoli"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,11,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/panda/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""panda"";  ""Incorrect_Image"" : ""Content/bear/1.jpg"";  ""Correct"" : ""No""}"
6/5/17 15:00,12,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/hexagon/1.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""hexagon"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,13,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/parallelogram/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""parallelogram"";  ""Incorrect_Image"" : ""Content/triangle/0.jpg"";  ""Correct"" : ""No""}"
6/5/17 15:00,14,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/carpenter/1.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""carpenter"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,15,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/drum/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""drum"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,16,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/chef/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""chef"";  ""Incorrect_Image"" : ""Content/dentist/0.jpg"";  ""Correct"" : ""No""}"
6/5/17 15:00,17,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/bear/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""bear"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,18,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/harp/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""harp"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,19,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/vase/1.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""vase"";  ""Incorrect_Image"" : ""Content/globe/0.jpg"";  ""Correct"" : ""No""}"
6/5/17 15:00,20,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/globe/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""globe"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,21,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/triangle/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""triangle"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,22,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/vegetable/1.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""vegetable"";  ""Incorrect_Image"" : ""Content/kiwi/1.jpg"";  ""Correct"" : ""No""}"
6/5/17 15:00,23,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/beverage/2.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""beverage"";  ""Correct"" : ""Yes""}"
6/5/17 15:00,24,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051704"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/goat/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""goat"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,1,Clicked_See_Results_(Trophy_Scene),,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051702"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 14:48,2,Create_User,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""Subject_ID"" : ""06051703"";  ""iOS_Version_Number"" : ""9.3.3"";  ""App_Version"" : ""English"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1""}"
6/5/17 14:48,3,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/ball/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""ball"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,4,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/dog/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""dog"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,5,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/hatchet/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""hatchet"";  ""Incorrect_Image"" : ""Content/globe/1.jpg"";  ""Correct"" : ""No""}"
6/5/17 14:48,6,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/elephant/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""elephant"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,7,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/flamingo/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""flamingo"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,8,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/duck/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""duck"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,9,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/hug/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""hug"";  ""Incorrect_Image"" : ""Content/pull/0.jpg"";  ""Correct"" : ""No""}"
6/5/17 14:48,10,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/broccoli/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""broccoli"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,11,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/panda/0.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""panda"";  ""Correct"" : ""Yes""}"
6/5/17 14:48,12,Question,,69,iPhone,Apple iPad Air (Wi-Fi Only),C30F4F63-B97F-4E66-8C1E-FDEF177B23F1,"{ ""iOS_Version_Number"" : ""9.3.3"";  ""Subject_ID"" : ""06051703"";  ""App_Version"" : ""English"";  ""Correct_Image"" : ""Content/hexagon/1.jpg"";  ""Device_ID"" : ""C30F4F63-B97F-4E66-8C1E-FDEF177B23F1"";  ""Object_Asked"" : ""hexagon"";  ""Correct"" : ""Yes""}"
