Timestamp,Session Index,Event,Description,Version,Platform,Device,User ID,Params,
"Dec 08, 2016 01:08 PM",1,Switch User,,67,iPhone,"Apple iPad Mini with Retina display (iPad4,4)",C0211106-2703-46F2-A1C9-3D9E99B42199,{ Subject ID : Mmm;  iOS Version Number : 10.1.1;  Device ID : C0211106-2703-46F2-A1C9-3D9E99B42199;  App Version : English},
"Dec 08, 2016 01:08 PM",2,Question,,67,iPhone,"Apple iPad Mini with Retina display (iPad4,4)",C0211106-2703-46F2-A1C9-3D9E99B42199,{ Subject ID : Mmm;  iOS Version Number : 10.1.1;  Device ID : C0211106-2703-46F2-A1C9-3D9E99B42199;  Object_Asked : dog;  Correct : Yes;  Correct_Image : Content/dog/0.jpg;  App Version : English},
"Dec 08, 2016 01:08 PM",3,Question,,67,iPhone,"Apple iPad Mini with Retina display (iPad4,4)",C0211106-2703-46F2-A1C9-3D9E99B42199,{ Subject ID : Mmm;  iOS Version Number : 10.1.1;  Device ID : C0211106-2703-46F2-A1C9-3D9E99B42199;  Object_Asked : hatchet;  Correct : Yes;  Correct_Image : Content/hatchet/1.jpg;  App Version : English},
"Dec 08, 2016 01:08 PM",4,Question,,67,iPhone,"Apple iPad Mini with Retina display (iPad4,4)",C0211106-2703-46F2-A1C9-3D9E99B42199,{ Subject ID : Mmm;  iOS Version Number : 10.1.1;  Device ID : C0211106-2703-46F2-A1C9-3D9E99B42199;  Incorrect_Image : Content/turtle/1.jpg;  Object_Asked : elephant;  Correct : No;  Correct_Image : Content/elephant/1.jpg;  App Version : English},
"Dec 08, 2016 01:08 PM",5,Question,,67,iPhone,"Apple iPad Mini with Retina display (iPad4,4)",C0211106-2703-46F2-A1C9-3D9E99B42199,{ Subject ID : Mmm;  iOS Version Number : 10.1.1;  Device ID : C0211106-2703-46F2-A1C9-3D9E99B42199;  Incorrect_Image : Content/lion/0.jpg;  Object_Asked : flamingo;  Correct : No;  Correct_Image : Content/flamingo/2.jpg;  App Version : English},
"Dec 08, 2016 12:37 PM",1,Clicked Results Screen Info Button,,66,iPhone,Apple iPad Air (Wi-Fi Only),FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2,{ Subject ID : 1281604;  iOS Version Number : 9.3.3;  Device ID : FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2;  App Version : English},
"Dec 08, 2016 12:15 PM",1,Question,,66,iPhone,Apple iPad Air (Wi-Fi Only),FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2,{ Subject ID : 1281604;  iOS Version Number : 9.3.3;  Device ID : FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2;  Object_Asked : ball;  Correct : Yes;  Correct_Image : Content/ball/0.jpg;  App Version : English},
"Dec 08, 2016 12:15 PM",2,Question,,66,iPhone,Apple iPad Air (Wi-Fi Only),FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2,{ Subject ID : 1281604;  iOS Version Number : 9.3.3;  Device ID : FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2;  Object_Asked : dog;  Correct : Yes;  Correct_Image : Content/dog/0.jpg;  App Version : English},
"Dec 08, 2016 12:15 PM",3,Question,,66,iPhone,Apple iPad Air (Wi-Fi Only),FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2,{ Subject ID : 1281604;  iOS Version Number : 9.3.3;  Device ID : FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2;  Object_Asked : hatchet;  Correct : Yes;  Correct_Image : Content/hatchet/1.jpg;  App Version : English},
"Dec 08, 2016 12:15 PM",4,Question,,66,iPhone,Apple iPad Air (Wi-Fi Only),FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2,{ Subject ID : 1281604;  iOS Version Number : 9.3.3;  Device ID : FD51CE55-AD6E-4996-AAB6-CAD9280FD0C2;  Object_Asked : elephant;  Correct : Yes;  Correct_Image : Content/elephant/0.jpg;  App Version : English},
